Parent Property Name,Postal Code,Street Name,Borough,Primary Property Type - Self Selected,Year Built,Metered Areas (Energy),Water Required?
Not Applicable: Standalone Property,10036,AVENUE OF THE AMER,Manhattan,Office,1962,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 46 STREET,Manhattan,Hotel,1900,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 46 STREET,Manhattan,Office,1929,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Mixed Use Property,1911,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Mixed Use Property,1925,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1924,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1936,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1924,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1925,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,2012,Whole Building,Yes
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1928,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1963,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1927,Whole Building,No
Not Applicable: Standalone Property,11101,HUNTERS POINT AVENUE,Queens,Other,1954,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1932,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 47 STREET,Manhattan,Office,1926,Whole Building,No
Not Applicable: Standalone Property,10036,5 AVENUE,Manhattan,Office,1927,Whole Building,No
Not Applicable: Standalone Property,10036,5 AVENUE,Manhattan,Office,1987,Whole Building,Yes
Not Applicable: Standalone Property,10036,5 AVENUE,Manhattan,Office,1964,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 48 STREET,Manhattan,Office,1918,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 48 STREET,Manhattan,Office,1925,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 48 STREET,Manhattan,Office,1930,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 48 STREET,Manhattan,Office,1930,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 48 STREET,Manhattan,Office,1926,Whole Building,No
Not Applicable: Standalone Property,10036,AVENUE OF THE AMER,Manhattan,Office,1964,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 48 STREET,Manhattan,Multifamily Housing,2006,Whole Building,No
Not Applicable: Standalone Property,10111,AVENUE OF THE AMER,Manhattan,Other - Entertainment/Public Assembly,1939,Whole Building,No
Not Applicable: Standalone Property,10111,5 AVENUE,Manhattan,Office,1939,Whole Building,No
Not Applicable: Standalone Property,10020,5 AVENUE,Manhattan,Office,1932,Whole Building,No
Not Applicable: Standalone Property,10111,5 AVENUE,Manhattan,Office,1939,Whole Building,Yes
Not Applicable: Standalone Property,10111,AVENUE OF THE AMER,Manhattan,Office,1939,Whole Building,No
Not Applicable: Standalone Property,10111,AVENUE OF THE AMER,Manhattan,Other - Entertainment/Public Assembly,1939,Whole Building,No
Not Applicable: Standalone Property,10104,AVENUE OF THE AMER,Manhattan,Office,1963,Whole Building,No
Not Applicable: Standalone Property,10020,WEST 51 STREET,Manhattan,Office,1947,Whole Building,No
Not Applicable: Standalone Property,10019,5 AVENUE,Manhattan,Office,1949,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 51 STREET,Manhattan,Hotel,2007,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 51 STREET,Manhattan,Hotel,2009,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 52 STREET,Manhattan,Office,1965,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 52 STREET,Manhattan,Office,1991,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 52 STREET,Manhattan,Office,1986,Whole Building,No
Not Applicable: Standalone Property,10103,5 AVENUE,Manhattan,Office,1957,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 53 STREET,Manhattan,Multifamily Housing,2012,Whole Building,Yes
Not Applicable: Standalone Property,10019,AVENUE OF THE AMER,Manhattan,Office,1965,Whole Building,No
Not Applicable: Standalone Property,10019,5 AVENUE,Manhattan,Office,1957,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 53 STREET,Manhattan,Multifamily Housing,1982,Whole Building,No
Not Applicable: Standalone Property,10019,AVENUE OF THE AMER,Manhattan,Hotel,1926,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 54 STREET,Manhattan,Multifamily Housing,1946,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 54 STREET,Manhattan,Multifamily Housing,1939,Whole Building,Yes
Not Applicable: Standalone Property,10019,5 AVENUE,Manhattan,Hotel,1899,Whole Building,Yes
Not Applicable: Standalone Property,10019,5 AVENUE,Manhattan,Hotel,1902,Whole Building,Yes
Not Applicable: Standalone Property,10019,WEST 55 STREET,Manhattan,Office,1987,Whole Building,Yes
Not Applicable: Standalone Property,10019,AVENUE OF THE AMER,Manhattan,Office,1964,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 55 STREET,Manhattan,Multifamily Housing,1962,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 55 STREET,Manhattan,Multifamily Housing,1915,Whole Building,No
Not Applicable: Standalone Property,10019,5 AVENUE,Manhattan,Office,1990,Whole Building,Yes
Not Applicable: Standalone Property,10019,AVENUE OF THE AMER,Manhattan,Office,1971,Whole Building,Yes
Not Applicable: Standalone Property,10019,AVENUE OF THE AMER,Manhattan,Multifamily Housing,1963,Whole Building,Yes
Not Applicable: Standalone Property,10019,AVENUE OF THE AMER,Manhattan,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,10036,WEST 57 STREET,Manhattan,Office,1920,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 56 STREET,Manhattan,Hotel,1999,Whole Building,Yes
Not Applicable: Standalone Property,10019,WEST 57 STREET,Manhattan,Office,1916,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 57 STREET,Manhattan,Office,1972,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 57 STREET,Manhattan,Office,1926,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 56 STREET,Manhattan,Multifamily Housing,2009,Whole Building,No
Not Applicable: Standalone Property,10022,5 AVENUE,Manhattan,Office,1923,Whole Building,No
Not Applicable: Standalone Property,10019,AVENUE OF THE AMER,Manhattan,Office,1928,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 57 STREET,Manhattan,Office,1923,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 57 STREET,Manhattan,Office,1971,Whole Building,Yes
Not Applicable: Standalone Property,10019,WEST 57 STREET,Manhattan,Office,1970,Whole Building,No
Not Applicable: Standalone Property,10019,5 AVENUE,Manhattan,Retail Store,1928,Whole Building,Yes
Not Applicable: Standalone Property,10019,WEST 58 STREET,Manhattan,Office,1948,Whole Building,Yes
Not Applicable: Standalone Property,10019,WEST 58 STREET,Manhattan,Multifamily Housing,1926,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 58 STREET,Manhattan,Office,1974,Whole Building,No
Not Applicable: Standalone Property,10019,AVENUE OF THE AMER,Manhattan,Hotel,1924,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 58 STREET,Manhattan,Multifamily Housing,1969,Whole Building,No
Not Applicable: Standalone Property,10019,CENTRAL PARK SOUTH,Manhattan,Hotel,1990,Whole Building,Yes
Not Applicable: Standalone Property,10019,CENTRAL PARK SOUTH,Manhattan,Hotel,1971,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 58 STREET,Manhattan,Multifamily Housing,1926,Whole Building,No
Not Applicable: Standalone Property,10019,CENTRAL PARK SOUTH,Manhattan,Multifamily Housing,1963,Whole Building,No
Not Applicable: Standalone Property,10019,CENTRAL PARK SOUTH,Manhattan,Medical Office,1921,Whole Building,No
Not Applicable: Standalone Property,10019,WEST 58 STREET,Manhattan,Multifamily Housing,1901,Whole Building,No
Not Applicable: Standalone Property,10019,CENTRAL PARK SOUTH,Manhattan,Hotel,1928,Whole Building,Yes
Not Applicable: Standalone Property,10019,5 AVENUE,Manhattan,Multifamily Housing,2007,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1988,Whole Building,No
Not Applicable: Standalone Property,10016,EAST 40 STREET,Manhattan,Hotel,1990,Whole Building,No
Not Applicable: Standalone Property,10016,EAST 40 STREET,Manhattan,Office,1913,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1918,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1926,Whole Building,No
Not Applicable: Standalone Property,10017,PARK AVENUE,Manhattan,Office,1948,Whole Building,Yes
Not Applicable: Standalone Property,10017,EAST 41 STREET,Manhattan,Hotel,1910,Whole Building,Yes
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1929,Whole Building,Yes
Not Applicable: Standalone Property,10017,EAST 41 STREET,Manhattan,Office,1910,Whole Building,No
Not Applicable: Standalone Property,10017,EAST 41 STREET,Manhattan,College/University,1926,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1927,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1971,Whole Building,No
Not Applicable: Standalone Property,10017,PARK AVENUE,Manhattan,Office,1981,Whole Building,No
Not Applicable: Standalone Property,11101,REVIEW AVENUE,Queens,Other,1937,Whole Building,No
Not Applicable: Standalone Property,10165,EAST 42 STREET,Manhattan,Office,1928,Whole Building,No
Not Applicable: Standalone Property,10021,No street name,No borough,Office,1905,Whole Building,Yes
Not Applicable: Standalone Property,10016,EAST 42 STREET,Manhattan,Office,1917,Whole Building,Yes
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,2003,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1916,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,2006,Whole Building,No
Not Applicable: Standalone Property,10017,EAST 42 STREET,Manhattan,Office,1969,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1963,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Financial Office,1915,Whole Building,No
Not Applicable: Standalone Property,10175,5 AVENUE,Manhattan,Office,1928,Whole Building,No
Not Applicable: Standalone Property,10173,MADISON AVENUE,Manhattan,Office,1921,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1914,Whole Building,No
Not Applicable: Standalone Property,10017,EAST 44 STREET,Manhattan,Hotel,1989,Whole Building,No
Not Applicable: Standalone Property,10036,5 AVENUE,Manhattan,Office,1959,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1926,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1915,Whole Building,No
Not Applicable: Standalone Property,10017,VANDERBILT AVENUE,Manhattan,Office,1914,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1922,Whole Building,No
Not Applicable: Standalone Property,10017,EAST 45 STREET,Manhattan,Office,1929,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1896,Whole Building,No
Not Applicable: Standalone Property,10170,LEXINGTON AVENUE,Manhattan,Office,1928,Whole Building,No
Not Applicable: Standalone Property,10166,PARK AVENUE VIADUCT,Manhattan,Office,1963,Whole Building,No
Not Applicable: Standalone Property,10176,5 AVENUE,Manhattan,Office,1927,Whole Building,No
Not Applicable: Standalone Property,10017,EAST 45 STREET,Manhattan,Hotel,1924,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1920,Whole Building,No
Not Applicable: Standalone Property,10017,EAST 46 STREET,Manhattan,Office,1958,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1955,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,2003,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1993,Whole Building,Yes
Not Applicable: Standalone Property,10177,PARK AVENUE,Manhattan,Office,1922,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1983,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1951,Whole Building,No
Not Applicable: Standalone Property,10027,WEST 133 STREET,Manhattan,Multifamily Housing,2008,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1929,Whole Building,No
Not Applicable: Standalone Property,10017,EAST 48 STREET,Manhattan,Office,1928,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1950,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1930,Whole Building,No
Not Applicable: Standalone Property,10017,EAST 48 STREET,Manhattan,Office,1984,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1956,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,1932,Whole Building,Yes
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1926,Whole Building,Yes
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1924,Whole Building,No
Not Applicable: Standalone Property,10017,5 AVENUE,Manhattan,Office,1925,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,1929,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,1967,Whole Building,No
Not Applicable: Standalone Property,10022,PARK AVENUE,Manhattan,Office,1955,Whole Building,Yes
Not Applicable: Standalone Property,10022,EAST 50 STREET,Manhattan,Office,1915,Whole Building,No
Not Applicable: Standalone Property,10022,5 AVENUE,Manhattan,Office,1923,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Hotel,1980,Whole Building,Yes
Not Applicable: Standalone Property,10022,PARK AVENUE,Manhattan,Financial Office,1994,Whole Building,No
Not Applicable: Standalone Property,10022,EAST 51 STREET,Manhattan,Office,2015,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,1949,Whole Building,No
Not Applicable: Standalone Property,10017,MADISON AVENUE,Manhattan,Office,1953,Whole Building,No
Not Applicable: Standalone Property,10022,EAST 51 STREET,Manhattan,Office,1986,Whole Building,No
Not Applicable: Standalone Property,10022,PARK AVENUE,Manhattan,Office,1960,Whole Building,Yes
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,1929,Whole Building,No
Not Applicable: Standalone Property,100225306,EAST 52 STREET,Manhattan,Office,1926,Whole Building,No
Not Applicable: Standalone Property,10022,5 AVENUE,Manhattan,Office,1976,Whole Building,No
Not Applicable: Standalone Property,10103,5 AVENUE,Manhattan,Office,1916,Whole Building,No
Not Applicable: Standalone Property,10022,EAST 52 STREET,Manhattan,Office,1969,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Hotel,1926,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,1929,Whole Building,No
Not Applicable: Standalone Property,10055,EAST 52 STREET,Manhattan,Financial Office,1981,Whole Building,Yes
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,1928,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,2010,Whole Building,No
Not Applicable: Standalone Property,10022,5 AVENUE,Manhattan,Office,1973,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Financial Office,1982,Whole Building,No
Not Applicable: Standalone Property,10022,EAST 53 STREET,Manhattan,Financial Office,1991,Whole Building,No
Not Applicable: Standalone Property,10022,PARK AVENUE,Manhattan,Office,1952,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Office,1986,Whole Building,No
Not Applicable: Standalone Property,10022,5 AVENUE,Manhattan,Office,1926,Whole Building,No
Not Applicable: Standalone Property,10022,5 AVENUE,Manhattan,Office,1912,Whole Building,Yes
Not Applicable: Standalone Property,10022,5 AVENUE,Manhattan,Office,1926,Whole Building,No
Not Applicable: Standalone Property,10022,EAST 54 STREET,Manhattan,Office,1955,Whole Building,No
Not Applicable: Standalone Property,10022,MADISON AVENUE,Manhattan,Financial Office,1981,Whole Building,No
Not Applicable: Standalone Property,10022,PARK AVENUE,Manhattan,Office,1957,Whole Building,No
Not Applicable: Standalone Property,10065,EAST 64 STREET,Manhattan,Hotel,1963,Whole Building,Yes
